Integration_ID,Financial_ID,Program_ID,Provider_ID,Funding_ID,Region_ID,Transaction_Date_ID,Budget_Amount,Expenditure_Amount,Utilization_Percent,Grant_Amount,Donations_Received,Fund_Balance,Compliance_Score,Reimbursement_Claims,Claim_Status,Payment_Date,Audit_Flag,Reporting_Period,Financial_Manager,Data_Load_Timestamp,Created_DT,Updated_DT
FIN_002734,FID002734,PGM00095,PROV7469,FUND_2734,REG94,2024-05-18,3356011.84,2813657.65,83.84,849488.92,72008.34,542354.19,85.2,95,Rejected,2024-06-09,Y,2024-05,Stephanie Holland,2025-11-19 15:54:45.681413,2024-05-18,2024-08-08
FIN_002735,FID002735,PGM00068,PROV5071,FUND_2735,REG54,2025-06-10,3059793.51,2054779.19,67.15,1858717.31,82269.49,1005014.32,98.3,10,Pending,2025-08-14,N,2025-06,Catherine Wilson,2025-11-19 15:54:45.681413,2025-06-10,2025-06-17
FIN_002736,FID002736,PGM00369,PROV3266,FUND_2736,REG43,2024-07-24,2709320.74,2539246.89,93.72,1008282.59,132895.03,170073.85,98.15,98,Approved,2024-08-15,N,2024-07,Sean Randall,2025-11-19 15:54:45.681413,2024-07-24,2025-04-21
FIN_002737,FID002737,PGM00185,PROV7204,FUND_2737,REG98,2025-06-05,4158883.32,2894148.72,69.59,2434013.79,312686.84,1264734.6,99.62,62,Approved,2025-07-26,Y,2025-06,Brittany Jenkins,2025-11-19 15:54:45.681413,2025-06-05,2026-03-23
FIN_002738,FID002738,PGM00270,PROV2092,FUND_2738,REG93,2024-03-22,2426478.83,1890618.74,77.92,1414004.7,76594.58,535860.09,89.94,54,Rejected,2025-10-04,Y,2024-03,Douglas Shelton,2025-11-19 15:54:45.681413,2024-03-22,2024-09-21
FIN_002739,FID002739,PGM00061,PROV5308,FUND_2739,REG15,2025-02-24,1490016.85,1109815.72,74.48,666185.31,49439.84,380201.13,79.69,130,Rejected,2025-10-05,N,2025-02,Jeffrey Sanders,2025-11-19 15:54:45.681413,2025-02-24,2025-04-22
FIN_002740,FID002740,PGM00378,PROV7644,FUND_2740,REG81,2024-10-05,1563886.28,1411985.22,90.29,404475.34,137817.17,151901.06,78.99,139,Pending,2024-12-02,N,2024-10,Mr. Joseph Ferguson,2025-11-19 15:54:45.681413,2024-10-05,2025-04-27
FIN_002741,FID002741,PGM00349,PROV9610,FUND_2741,REG26,2024-07-03,4395902.01,2980978.98,67.81,1573311.64,176330.93,1414923.03,84.18,110,Approved,2024-12-30,Y,2024-07,Sarah Olsen,2025-11-19 15:54:45.681413,2024-07-03,2025-05-28
FIN_002742,FID002742,PGM00355,PROV7051,FUND_2742,REG16,2024-03-03,1026759.71,732638.14,71.35,775921.7,47133.54,294121.57,93.73,143,Approved,2024-09-29,N,2024-03,Daniel Moss,2025-11-19 15:54:45.681413,2024-03-03,2024-08-13
FIN_002743,FID002743,PGM00112,PROV9701,FUND_2743,REG78,2023-11-22,3391551.73,2685211.07,79.17,1820989.23,43222.66,706340.66,92.26,162,Approved,2023-12-29,N,2023-11,Stephen Thornton,2025-11-19 15:54:45.689524,2023-11-22,2024-02-04
FIN_002744,FID002744,PGM00072,PROV4377,FUND_2744,REG90,2025-10-29,1427329.97,1355276.1,94.95,519283.24,72512.45,72053.87,85.25,67,Rejected,2025-11-07,Y,2025-10,John White,2025-11-19 15:54:45.689524,2025-10-29,2026-07-07
FIN_002745,FID002745,PGM00279,PROV1314,FUND_2745,REG37,2024-04-15,2887632.54,2231096.58,77.26,375701.89,40985.44,656535.96,93.95,1,Approved,2025-07-20,N,2024-04,Brian Benson,2025-11-19 15:54:45.689524,2024-04-15,2024-09-09
FIN_002746,FID002746,PGM00356,PROV8237,FUND_2746,REG58,2023-11-24,2478674.86,1811280.17,73.07,1664483.12,230020.5,667394.69,83.7,43,Approved,2024-11-06,Y,2023-11,Kimberly Black,2025-11-19 15:54:45.689524,2023-11-24,2024-09-21
FIN_002747,FID002747,PGM00370,PROV8052,FUND_2747,REG16,2023-12-22,2397928.43,2362065.61,98.5,1118741.2,225472.43,35862.82,89.0,69,Approved,2024-07-21,N,2023-12,Martin Walton,2025-11-19 15:54:45.689524,2023-12-22,2024-08-26
FIN_002748,FID002748,PGM00344,PROV3860,FUND_2748,REG92,2025-09-09,531558.17,416892.09,78.43,328874.41,15191.44,114666.08,76.86,16,Pending,2025-11-08,Y,2025-09,Andrew Crosby,2025-11-19 15:54:45.689524,2025-09-09,2026-03-02
FIN_002749,FID002749,PGM00476,PROV8339,FUND_2749,REG81,2024-11-21,2173710.47,1997446.3,91.89,1510134.53,160576.83,176264.17,95.48,145,Pending,2025-01-17,N,2024-11,Janet Goodman,2025-11-19 15:54:45.689524,2024-11-21,2025-07-05
FIN_002750,FID002750,PGM00424,PROV8355,FUND_2750,REG61,2025-07-06,1732429.99,1415813.18,81.72,485998.86,25355.86,316616.81,97.4,96,Approved,2025-08-28,Y,2025-07,Katherine Long,2025-11-19 15:54:45.689524,2025-07-06,2026-01-03
FIN_002751,FID002751,PGM00176,PROV8934,FUND_2751,REG31,2025-02-16,96382.36,84557.9,87.73,75459.53,2784.34,11824.46,92.92,100,Rejected,2025-08-19,N,2025-02,Ashley Foster,2025-11-19 15:54:45.689524,2025-02-16,2025-05-07
FIN_002752,FID002752,PGM00350,PROV3061,FUND_2752,REG44,2024-11-08,1421806.5,837475.43,58.9,547590.21,53332.7,584331.07,72.22,72,Approved,2025-11-14,Y,2024-11,Andrew Roman,2025-11-19 15:54:45.689524,2024-11-08,2025-05-26
FIN_002753,FID002753,PGM00491,PROV4028,FUND_2753,REG84,2025-04-15,3207090.44,1620890.25,50.54,2372959.22,71325.11,1586200.19,98.01,147,Pending,2025-10-14,Y,2025-04,Jessica Green,2025-11-19 15:54:45.689524,2025-04-15,2025-10-08
FIN_002754,FID002754,PGM00355,PROV8001,FUND_2754,REG58,2024-09-06,2068308.88,1036105.92,50.09,1224595.41,188883.55,1032202.96,95.97,154,Rejected,2025-08-18,Y,2024-09,Margaret Rodriguez,2025-11-19 15:54:45.689524,2024-09-06,2025-01-22
FIN_002755,FID002755,PGM00195,PROV5523,FUND_2755,REG63,2025-07-04,589452.14,573899.26,97.36,92069.33,36688.7,15552.88,85.48,105,Approved,2025-07-22,N,2025-07,Henry Doyle,2025-11-19 15:54:45.691611,2025-07-04,2026-05-15
FIN_002756,FID002756,PGM00039,PROV6128,FUND_2756,REG82,2024-06-06,400338.9,377159.69,94.21,306687.74,6091.16,23179.21,95.0,173,Approved,2024-08-29,N,2024-06,Angela Newton,2025-11-19 15:54:45.691611,2024-06-06,2025-02-19
FIN_002757,FID002757,PGM00313,PROV6849,FUND_2757,REG72,2024-04-15,3368411.77,2561362.81,76.04,2238606.66,231596.45,807048.96,97.64,4,Rejected,2024-07-29,N,2024-04,Kevin Randolph,2025-11-19 15:54:45.691611,2024-04-15,2024-10-06
FIN_002758,FID002758,PGM00089,PROV7046,FUND_2758,REG40,2024-01-22,4002934.71,3935894.73,98.33,2879163.19,346841.96,67039.98,92.5,96,Rejected,2025-09-15,Y,2024-01,Eric Hodges,2025-11-19 15:54:45.691611,2024-01-22,2024-08-13
FIN_002759,FID002759,PGM00062,PROV1024,FUND_2759,REG79,2023-12-15,514129.8,479582.52,93.28,323919.91,6613.34,34547.28,92.97,2,Approved,2024-04-23,Y,2023-12,Megan Jennings,2025-11-19 15:54:45.691611,2023-12-15,2024-01-28
FIN_002760,FID002760,PGM00301,PROV2104,FUND_2760,REG25,2025-10-27,1300516.56,1096059.98,84.28,395292.34,50609.94,204456.58,71.65,70,Rejected,2025-11-14,N,2025-10,Kim Hudson,2025-11-19 15:54:45.691611,2025-10-27,2026-07-03
FIN_002761,FID002761,PGM00403,PROV2884,FUND_2761,REG48,2024-09-29,3554338.84,2737272.73,77.01,2752867.59,174743.86,817066.11,88.33,34,Approved,2025-02-06,N,2024-09,Kenneth Weaver,2025-11-19 15:54:45.691611,2024-09-29,2025-07-10
FIN_002762,FID002762,PGM00055,PROV4425,FUND_2762,REG90,2024-05-25,1842399.72,1108339.61,60.16,801483.86,152452.48,734060.11,73.02,138,Pending,2025-03-27,N,2024-05,Don Bailey,2025-11-19 15:54:45.691611,2024-05-25,2024-11-25
FIN_002763,FID002763,PGM00403,PROV7801,FUND_2763,REG77,2023-12-03,4649012.68,2606743.57,56.07,1693758.29,463276.64,2042269.11,78.62,44,Approved,2025-01-18,N,2023-12,Gregory Barnes,2025-11-19 15:54:45.691611,2023-12-03,2024-05-28
FIN_002764,FID002764,PGM00058,PROV4367,FUND_2764,REG97,2024-01-04,1822180.4,1792230.55,98.36,950979.21,106167.04,29949.85,74.03,122,Rejected,2024-09-08,Y,2024-01,Amanda Garcia,2025-11-19 15:54:45.691611,2024-01-04,2024-10-27
FIN_002765,FID002765,PGM00163,PROV8986,FUND_2765,REG94,2024-08-31,4305326.36,2813355.27,65.35,1573180.79,284526.91,1491971.09,72.5,38,Approved,2025-09-06,N,2024-08,Eric Edwards,2025-11-19 15:54:45.691611,2024-08-31,2025-04-04
FIN_002766,FID002766,PGM00312,PROV2761,FUND_2766,REG72,2024-09-24,657100.94,493672.99,75.13,506532.44,65517.83,163427.95,96.68,9,Rejected,2025-01-28,N,2024-09,John Barrett,2025-11-19 15:54:45.691611,2024-09-24,2025-09-16
FIN_002767,FID002767,PGM00332,PROV7276,FUND_2767,REG83,2024-06-23,2972657.96,2607991.19,87.73,926147.11,68365.14,364666.77,91.77,84,Pending,2025-05-15,Y,2024-06,Jessica Ibarra,2025-11-19 15:54:45.691611,2024-06-23,2024-08-03
FIN_002768,FID002768,PGM00239,PROV7532,FUND_2768,REG13,2024-12-04,468346.21,404646.34,86.4,104880.57,30162.38,63699.87,93.02,50,Approved,2025-05-17,Y,2024-12,Michael Cohen,2025-11-19 15:54:45.691611,2024-12-04,2025-08-30
FIN_002769,FID002769,PGM00241,PROV5773,FUND_2769,REG73,2025-06-02,4519748.25,3057175.89,67.64,1967719.35,296741.72,1462572.36,96.32,191,Approved,2025-07-01,N,2025-06,Melinda Gomez,2025-11-19 15:54:45.691611,2025-06-02,2025-08-20
FIN_002770,FID002770,PGM00032,PROV6971,FUND_2770,REG75,2025-07-30,3165204.58,1640220.62,51.82,496452.31,193690.45,1524983.96,80.93,42,Rejected,2025-10-14,N,2025-07,Ronald Duffy,2025-11-19 15:54:45.691611,2025-07-30,2025-12-16
FIN_002771,FID002771,PGM00002,PROV2160,FUND_2771,REG49,2025-07-28,1350911.07,1190665.5,88.14,791756.36,72812.87,160245.57,79.98,42,Rejected,2025-10-19,N,2025-07,Autumn Smith,2025-11-19 15:54:45.691611,2025-07-28,2025-11-17
FIN_002772,FID002772,PGM00200,PROV7630,FUND_2772,REG17,2024-08-27,1324038.61,868557.77,65.6,603290.44,84044.35,455480.84,94.52,49,Approved,2025-05-28,N,2024-08,Stanley Hogan,2025-11-19 15:54:45.691611,2024-08-27,2025-04-03
FIN_002773,FID002773,PGM00107,PROV3333,FUND_2773,REG22,2024-04-07,4696187.83,2373390.0,50.54,2256986.94,146942.36,2322797.83,86.91,45,Rejected,2025-09-15,Y,2024-04,Mary Bridges,2025-11-19 15:54:45.691611,2024-04-07,2024-09-01
FIN_002774,FID002774,PGM00076,PROV1735,FUND_2774,REG79,2025-11-07,2688082.76,1688770.87,62.82,745700.05,62188.75,999311.89,82.77,89,Pending,2025-11-10,Y,2025-11,Patrick Lynn,2025-11-19 15:54:45.691611,2025-11-07,2026-07-27
FIN_002775,FID002775,PGM00250,PROV9988,FUND_2775,REG75,2024-02-13,2700840.78,1701843.8,63.01,935360.47,77771.54,998996.98,96.29,178,Approved,2025-06-08,Y,2024-02,Katie Robinson,2025-11-19 15:54:45.691611,2024-02-13,2024-06-05
FIN_002776,FID002776,PGM00061,PROV6768,FUND_2776,REG93,2024-11-14,1028903.17,624291.19,60.68,244164.25,55860.98,404611.98,95.07,42,Pending,2025-10-09,Y,2024-11,Melissa Diaz,2025-11-19 15:54:45.691611,2024-11-14,2025-06-05
FIN_002777,FID002777,PGM00447,PROV1216,FUND_2777,REG54,2025-07-22,2714835.58,2065412.2,76.08,418762.79,64592.98,649423.38,98.67,163,Pending,2025-08-29,Y,2025-07,Francisco Wood,2025-11-19 15:54:45.691611,2025-07-22,2026-03-25
FIN_002778,FID002778,PGM00226,PROV3206,FUND_2778,REG53,2024-12-21,994435.33,840540.12,84.52,777822.26,77162.08,153895.21,74.99,74,Rejected,2025-10-14,N,2024-12,Patrick Davenport,2025-11-19 15:54:45.691611,2024-12-21,2025-07-24
FIN_002779,FID002779,PGM00363,PROV6647,FUND_2779,REG95,2025-07-17,3772724.25,2110021.03,55.93,1730080.92,339093.8,1662703.22,71.09,13,Pending,2025-08-27,Y,2025-07,Sonya Bowen,2025-11-19 15:54:45.691611,2025-07-17,2026-03-09
FIN_002780,FID002780,PGM00153,PROV8558,FUND_2780,REG81,2025-11-17,1064401.01,692391.25,65.05,378041.46,14848.17,372009.76,76.44,93,Rejected,2025-11-17,Y,2025-11,Debra Deleon,2025-11-19 15:54:45.691611,2025-11-17,2026-08-24
FIN_002781,FID002781,PGM00055,PROV3008,FUND_2781,REG43,2023-12-05,3076335.93,2115778.71,68.78,977640.33,69008.16,960557.22,90.19,24,Rejected,2025-09-05,N,2023-12,Robert Carlson,2025-11-19 15:54:45.691611,2023-12-05,2024-10-10
FIN_002782,FID002782,PGM00465,PROV1414,FUND_2782,REG14,2025-03-29,1592199.28,960675.27,60.34,971638.77,33434.27,631524.01,70.83,27,Approved,2025-09-21,Y,2025-03,Mitchell Mosley,2025-11-19 15:54:45.691611,2025-03-29,2026-01-17
FIN_002783,FID002783,PGM00449,PROV9299,FUND_2783,REG87,2025-02-16,1320985.37,773344.98,58.54,1006131.06,80743.3,547640.39,75.63,50,Pending,2025-07-29,Y,2025-02,Christina Galvan,2025-11-19 15:54:45.691611,2025-02-16,2025-07-18
FIN_002784,FID002784,PGM00089,PROV2917,FUND_2784,REG13,2024-11-22,495803.39,294419.08,59.38,282565.53,41901.9,201384.31,99.51,5,Rejected,2025-01-12,N,2024-11,Adam Hardin,2025-11-19 15:54:45.691611,2024-11-22,2025-01-22
FIN_002785,FID002785,PGM00332,PROV5421,FUND_2785,REG26,2024-07-15,2218995.98,1426087.84,64.27,1729687.91,202182.15,792908.14,81.78,157,Approved,2025-04-18,N,2024-07,Matthew White,2025-11-19 15:54:45.691611,2024-07-15,2025-04-03
FIN_002786,FID002786,PGM00099,PROV8921,FUND_2786,REG41,2024-06-15,4579860.73,4514797.78,98.58,851999.31,65677.07,65062.95,93.38,17,Approved,2025-04-24,Y,2024-06,Natalie Lawson,2025-11-19 15:54:45.691611,2024-06-15,2024-08-06
FIN_002787,FID002787,PGM00282,PROV5652,FUND_2787,REG96,2024-07-24,1786991.38,1554636.2,87.0,763154.91,44166.16,232355.18,70.33,116,Rejected,2025-04-01,N,2024-07,Linda Alvarado,2025-11-19 15:54:45.691611,2024-07-24,2025-03-01
FIN_002788,FID002788,PGM00385,PROV4942,FUND_2788,REG23,2024-07-21,602180.05,361326.38,60.0,398560.23,16968.49,240853.67,71.23,63,Rejected,2024-12-18,Y,2024-07,Richard Jackson,2025-11-19 15:54:45.691611,2024-07-21,2024-12-05
FIN_002789,FID002789,PGM00200,PROV8268,FUND_2789,REG40,2025-08-23,2014377.9,1116597.96,55.43,556276.21,44959.23,897779.94,96.93,39,Rejected,2025-08-25,N,2025-08,Joel Jones,2025-11-19 15:54:45.691611,2025-08-23,2025-12-21
FIN_002790,FID002790,PGM00251,PROV2889,FUND_2790,REG76,2023-12-04,921718.45,475579.2,51.6,140130.0,52761.39,446139.25,90.21,104,Pending,2024-09-27,Y,2023-12,Rita Blevins,2025-11-19 15:54:45.691611,2023-12-04,2024-10-18
FIN_002791,FID002791,PGM00142,PROV6741,FUND_2791,REG44,2024-02-21,3349895.15,1835344.06,54.79,524028.44,249265.51,1514551.09,78.94,187,Rejected,2024-07-26,Y,2024-02,Barbara Moore,2025-11-19 15:54:45.691611,2024-02-21,2024-05-20
FIN_002792,FID002792,PGM00127,PROV7151,FUND_2792,REG99,2024-10-02,3356121.56,2811121.61,83.76,367647.46,81969.66,544999.95,95.01,78,Rejected,2025-09-15,N,2024-10,Douglas Thomas,2025-11-19 15:54:45.691611,2024-10-02,2024-12-25
FIN_002793,FID002793,PGM00315,PROV6718,FUND_2793,REG98,2024-08-17,2273942.01,1328174.04,58.41,883391.02,117876.45,945767.97,90.41,151,Approved,2024-09-02,Y,2024-08,Joseph Barrett,2025-11-19 15:54:45.691611,2024-08-17,2024-09-20
FIN_002794,FID002794,PGM00145,PROV3603,FUND_2794,REG44,2025-09-01,3057706.65,2988623.17,97.74,707779.7,89481.33,69083.48,72.06,161,Pending,2025-09-04,N,2025-09,Patrick Williams,2025-11-19 15:54:45.691611,2025-09-01,2026-06-22
FIN_002795,FID002795,PGM00452,PROV9502,FUND_2795,REG80,2025-01-08,3742205.57,2894534.58,77.35,2956112.51,281913.88,847670.99,83.28,164,Approved,2025-05-10,Y,2025-01,Dennis Greer,2025-11-19 15:54:45.691611,2025-01-08,2025-12-02
FIN_002796,FID002796,PGM00239,PROV8389,FUND_2796,REG92,2025-04-09,1605301.47,860469.09,53.6,225376.1,152762.45,744832.38,94.23,33,Pending,2025-08-23,Y,2025-04,Gabriela Jones,2025-11-19 15:54:45.691611,2025-04-09,2026-01-03
FIN_002797,FID002797,PGM00463,PROV9408,FUND_2797,REG45,2025-11-15,1030190.85,884301.3,85.84,490073.57,47928.44,145889.55,82.03,195,Pending,2025-11-17,Y,2025-11,Frank Moody,2025-11-19 15:54:45.691611,2025-11-15,2026-05-11
FIN_002798,FID002798,PGM00350,PROV3325,FUND_2798,REG85,2025-04-13,2842477.38,2155021.6,75.81,907559.88,87156.71,687455.78,83.6,63,Rejected,2025-07-03,N,2025-04,Sylvia Harrison,2025-11-19 15:54:45.691611,2025-04-13,2025-11-15
FIN_002799,FID002799,PGM00179,PROV5984,FUND_2799,REG49,2024-08-31,3744380.44,2390709.12,63.85,2092008.78,234404.72,1353671.32,96.65,46,Rejected,2024-09-20,Y,2024-08,Keith Molina,2025-11-19 15:54:45.691611,2024-08-31,2025-02-03
FIN_002800,FID002800,PGM00499,PROV5953,FUND_2800,REG74,2025-01-01,2696221.17,2207810.72,81.89,967920.4,182516.97,488410.45,77.14,1,Approved,2025-07-01,Y,2025-01,Kara Ewing,2025-11-19 15:54:45.691611,2025-01-01,2025-07-13
FIN_002801,FID002801,PGM00408,PROV8505,FUND_2801,REG58,2024-09-16,420597.26,400656.66,95.26,304308.23,7976.94,19940.6,84.98,33,Pending,2025-03-23,N,2024-09,Robert Clark,2025-11-19 15:54:45.691611,2024-09-16,2025-06-02
FIN_002802,FID002802,PGM00022,PROV5094,FUND_2802,REG11,2024-01-19,4915896.94,4281422.14,87.09,522024.86,265151.62,634474.8,95.49,111,Pending,2025-02-05,N,2024-01,Jodi Jackson,2025-11-19 15:54:45.691611,2024-01-19,2024-12-20
FIN_002803,FID002803,PGM00114,PROV4155,FUND_2803,REG68,2025-01-14,2983953.46,2759091.74,92.46,328790.61,85949.07,224861.72,73.11,133,Approved,2025-10-01,N,2025-01,Kimberly Henry,2025-11-19 15:54:45.691611,2025-01-14,2025-06-14
FIN_002804,FID002804,PGM00244,PROV4603,FUND_2804,REG30,2025-10-31,1802629.48,1492637.36,82.8,573169.38,44296.16,309992.12,80.23,65,Pending,2025-11-12,N,2025-10,Ann Salazar,2025-11-19 15:54:45.691611,2025-10-31,2026-03-12
FIN_002805,FID002805,PGM00135,PROV9520,FUND_2805,REG95,2024-10-05,2926131.67,1965809.04,67.18,1250954.67,49249.05,960322.63,81.57,198,Pending,2025-03-09,N,2024-10,Phillip Clark,2025-11-19 15:54:45.691611,2024-10-05,2025-02-06
FIN_002806,FID002806,PGM00313,PROV6888,FUND_2806,REG25,2025-08-01,3745800.54,2937964.19,78.43,965052.84,150833.36,807836.35,93.19,190,Rejected,2025-10-20,Y,2025-08,Michael Hawkins,2025-11-19 15:54:45.691611,2025-08-01,2025-10-23
FIN_002807,FID002807,PGM00407,PROV9352,FUND_2807,REG63,2025-08-10,2444252.24,1305880.06,53.43,1854941.47,73588.8,1138372.18,90.99,181,Pending,2025-08-14,N,2025-08,Angela Brooks,2025-11-19 15:54:45.699712,2025-08-10,2025-08-17
FIN_002808,FID002808,PGM00063,PROV1154,FUND_2808,REG48,2024-05-08,2645072.82,1516547.84,57.33,999217.28,235217.07,1128524.98,78.21,90,Approved,2025-07-29,Y,2024-05,Mikayla Thomas,2025-11-19 15:54:45.699712,2024-05-08,2025-03-25
FIN_002809,FID002809,PGM00129,PROV1159,FUND_2809,REG41,2025-08-28,3364881.85,1794620.79,53.33,1012922.71,320853.04,1570261.06,91.43,68,Rejected,2025-09-27,N,2025-08,Jennifer Hawkins DDS,2025-11-19 15:54:45.699712,2025-08-28,2025-11-12
FIN_002810,FID002810,PGM00050,PROV9518,FUND_2810,REG72,2023-12-26,3933189.83,2178540.28,55.39,2246859.19,383649.29,1754649.55,93.44,94,Rejected,2025-09-23,Y,2023-12,Laura Sanchez,2025-11-19 15:54:45.699712,2023-12-26,2024-04-30
FIN_002811,FID002811,PGM00283,PROV6104,FUND_2811,REG29,2025-09-05,2893232.92,1703146.39,58.87,610695.21,180287.57,1190086.53,78.21,136,Pending,2025-09-30,N,2025-09,Jessica Kim,2025-11-19 15:54:45.699712,2025-09-05,2026-07-11
FIN_002812,FID002812,PGM00194,PROV1904,FUND_2812,REG20,2025-05-15,3119985.76,2655625.71,85.12,1303081.29,102423.01,464360.05,83.19,23,Pending,2025-09-11,N,2025-05,Rebecca Murray,2025-11-19 15:54:45.699712,2025-05-15,2026-01-14
FIN_002813,FID002813,PGM00332,PROV4819,FUND_2813,REG57,2025-01-21,236478.95,222608.32,94.13,152833.33,11650.61,13870.63,75.47,28,Rejected,2025-03-18,N,2025-01,Patrick Harper,2025-11-19 15:54:45.699712,2025-01-21,2025-03-26
FIN_002814,FID002814,PGM00230,PROV7942,FUND_2814,REG94,2024-02-27,305364.95,162427.61,53.19,131738.87,13077.87,142937.34,71.83,92,Approved,2025-11-11,Y,2024-02,Stacey Griffin,2025-11-19 15:54:45.699712,2024-02-27,2025-01-15
FIN_002815,FID002815,PGM00041,PROV4799,FUND_2815,REG84,2025-07-12,4156110.63,3799041.39,91.41,581673.82,360787.62,357069.24,76.23,33,Pending,2025-07-24,Y,2025-07,Mark Garcia,2025-11-19 15:54:45.699712,2025-07-12,2026-01-23
FIN_002816,FID002816,PGM00181,PROV1719,FUND_2816,REG43,2025-07-12,2885465.05,2667700.23,92.45,887894.52,100379.68,217764.82,79.26,25,Pending,2025-09-03,Y,2025-07,Nathaniel Allison,2025-11-19 15:54:45.699712,2025-07-12,2026-01-01
FIN_002817,FID002817,PGM00440,PROV2202,FUND_2817,REG64,2024-09-18,3585366.63,1801681.76,50.25,946855.25,210878.07,1783684.87,75.36,179,Rejected,2025-04-07,Y,2024-09,Joseph Cooper,2025-11-19 15:54:45.699712,2024-09-18,2024-11-24
FIN_002818,FID002818,PGM00158,PROV3878,FUND_2818,REG24,2025-07-18,2663817.5,2045583.5,76.79,1458744.03,145099.82,618234.0,78.96,118,Approved,2025-09-25,N,2025-07,Katherine Holder,2025-11-19 15:54:45.699712,2025-07-18,2026-02-16
FIN_002819,FID002819,PGM00043,PROV5391,FUND_2819,REG51,2024-05-12,4188051.09,3271298.89,78.11,2370925.63,173535.09,916752.2,79.74,184,Rejected,2025-09-05,N,2024-05,James Garza,2025-11-19 15:54:45.699712,2024-05-12,2024-07-14
FIN_002820,FID002820,PGM00388,PROV3270,FUND_2820,REG96,2024-02-18,3190166.84,2973383.94,93.2,423353.17,153505.95,216782.9,96.9,132,Rejected,2024-12-22,N,2024-02,Jennifer Haas,2025-11-19 15:54:45.701812,2024-02-18,2024-09-06
FIN_002821,FID002821,PGM00261,PROV1468,FUND_2821,REG98,2024-09-09,2102241.74,1557930.48,74.11,637804.89,103809.19,544311.26,90.88,48,Approved,2025-04-30,N,2024-09,Kristen Hernandez,2025-11-19 15:54:45.701812,2024-09-09,2025-08-25
FIN_002822,FID002822,PGM00083,PROV7441,FUND_2822,REG58,2024-02-23,548559.16,364860.11,66.51,435468.14,11889.79,183699.05,94.07,170,Pending,2025-07-11,N,2024-02,Sarah Norman,2025-11-19 15:54:45.701812,2024-02-23,2024-03-03
FIN_002823,FID002823,PGM00218,PROV6194,FUND_2823,REG79,2024-06-25,2790808.71,1845612.5,66.13,1297860.09,262199.37,945196.21,72.15,153,Pending,2025-10-12,N,2024-06,Jamie Davis,2025-11-19 15:54:45.701812,2024-06-25,2025-04-21
FIN_002824,FID002824,PGM00063,PROV2858,FUND_2824,REG34,2024-01-20,1558104.48,1370638.97,87.97,490182.32,70634.0,187465.51,91.61,1,Approved,2024-03-02,N,2024-01,Timothy Carlson,2025-11-19 15:54:45.701812,2024-01-20,2024-05-19
FIN_002825,FID002825,PGM00119,PROV6972,FUND_2825,REG31,2024-04-13,1366704.87,1258986.79,92.12,543433.6,134139.75,107718.08,91.0,35,Approved,2025-06-21,Y,2024-04,Scott Shaw,2025-11-19 15:54:45.701812,2024-04-13,2024-07-18
FIN_002826,FID002826,PGM00263,PROV9961,FUND_2826,REG15,2024-04-11,3618529.19,2150952.27,59.44,1288319.19,83370.58,1467576.92,84.68,123,Approved,2025-04-11,N,2024-04,Gabriel Walker,2025-11-19 15:54:45.701812,2024-04-11,2025-02-04
FIN_002827,FID002827,PGM00132,PROV2126,FUND_2827,REG90,2024-07-02,1987188.16,1914988.36,96.37,502863.6,172674.17,72199.8,75.41,200,Pending,2025-06-12,Y,2024-07,Jenna Berry,2025-11-19 15:54:45.701812,2024-07-02,2025-02-20
FIN_002828,FID002828,PGM00130,PROV2389,FUND_2828,REG10,2024-01-02,2856594.28,2729318.52,95.54,1924669.68,285321.41,127275.76,84.07,13,Rejected,2025-01-24,N,2024-01,Kelsey Allen,2025-11-19 15:54:45.701812,2024-01-02,2024-08-05
FIN_002829,FID002829,PGM00102,PROV5800,FUND_2829,REG64,2024-07-03,2276340.79,1842565.0,80.94,360116.83,163787.43,433775.79,78.04,103,Approved,2025-07-30,N,2024-07,Megan Bailey,2025-11-19 15:54:45.701812,2024-07-03,2025-03-01
FIN_002830,FID002830,PGM00404,PROV3982,FUND_2830,REG26,2025-09-19,4700224.61,3959065.33,84.23,2302948.83,375005.94,741159.28,79.08,99,Rejected,2025-10-01,Y,2025-09,April Smith,2025-11-19 15:54:45.701812,2025-09-19,2026-01-02
FIN_002831,FID002831,PGM00265,PROV9525,FUND_2831,REG87,2025-09-26,2488135.67,1367857.47,54.98,1335705.61,114442.25,1120278.2,75.33,101,Approved,2025-09-30,N,2025-09,Mary Hanson,2025-11-19 15:54:45.701812,2025-09-26,2026-02-25
FIN_002832,FID002832,PGM00461,PROV9706,FUND_2832,REG93,2025-04-18,716095.89,480858.18,67.15,484547.34,32223.31,235237.71,88.79,190,Rejected,2025-09-21,Y,2025-04,Christina Brown,2025-11-19 15:54:45.701812,2025-04-18,2026-04-10
