assignment_id,employee_id,family_id,assigned_date,status,remarks,TRS_Rating_Score,TRS_Level,Assessment_Score,Mentor_Visits,Staff_Training_Count,Provider_Capacity,Capacity_Utilization_Percent,Provider_Type,Active_Children_Count,Complaints_Received,Corrective_Actions_Taken,Assessment_Status,Next_Assessment_Date,Data_Refresh_Timestamp
ASG_001320,EMP_000376,FAM_002758,2022-12-12,Escalated,Class girl four player recognize most other American three change hundred.,2.99,Level 3,34.24,0,20,157,96.19,Home,117,19,1,Scheduled,2026-05-01,2025-11-14 15:16:57.533824
ASG_001321,EMP_000246,FAM_001211,2022-09-13,Closed,Subject class behind office five character seem world rate.,2.76,Level 1,67.15,9,16,114,119.6,School,273,20,1,Pending Review,2026-12-16,2025-11-14 15:16:57.533824
ASG_001322,EMP_001276,FAM_001631,2017-12-24,Escalated,American color hope community relate trade central.,1.72,Level 4,3.18,6,17,265,105.21,School,114,16,0,Pending Review,2027-11-09,2025-11-14 15:16:57.533824
ASG_001323,EMP_000731,FAM_001399,2023-08-11,Escalated,Others ten year beyond look today better.,2.58,Level 4,73.6,8,14,108,113.82,Center,87,1,3,Pending Review,2027-01-18,2025-11-14 15:16:57.533824
ASG_001324,EMP_000328,FAM_000794,2020-03-06,Closed,Talk house assume last never just before.,2.46,Level 4,92.19,9,15,269,51.71,School,150,5,5,Pending Review,2026-08-14,2025-11-14 15:16:57.533824
ASG_001325,EMP_001043,FAM_001947,2020-05-06,Escalated,Nearly whole join force back during everybody sport spring.,4.63,Level 2,89.57,7,14,96,57.69,Home,197,7,5,Scheduled,2026-12-25,2025-11-14 15:16:57.533824
ASG_001326,EMP_000778,FAM_001324,2024-12-30,Assigned,Meet tend Republican feel me stand cause back ground back.,1.45,Level 1,84.97,8,8,209,30.44,Center,167,13,4,Completed,2026-08-30,2025-11-14 15:16:57.533824
ASG_001327,EMP_001391,FAM_001605,2022-11-14,Completed,If same kitchen building buy yeah.,1.82,Level 1,80.18,3,14,24,43.77,Home,77,6,5,Completed,2026-06-21,2025-11-14 15:16:57.533824
ASG_001328,EMP_000471,FAM_001801,2020-06-20,Assigned,Off many smile tend across day source meet.,4.99,Level 2,66.06,1,0,120,116.22,Center,178,1,2,Completed,2026-07-29,2025-11-14 15:16:57.533824
ASG_001329,EMP_001441,FAM_001144,2020-12-23,Assigned,Thing full eye reveal media traditional student case.,4.35,Level 1,18.4,7,13,152,114.35,Home,264,0,5,Pending Review,2027-05-18,2025-11-14 15:16:57.533824
ASG_001330,EMP_001265,FAM_002077,2023-07-03,Closed,Scene well across Mrs majority expert.,4.17,Level 2,82.34,1,12,126,54.11,School,24,14,3,Completed,2026-10-26,2025-11-14 15:16:57.533824
ASG_001331,EMP_000039,FAM_001874,2021-03-12,Assigned,Eight member west surface sometimes have still sing one contain.,1.41,Level 2,9.91,2,5,117,35.06,Home,108,15,3,Completed,2027-08-04,2025-11-14 15:16:57.533824
ASG_001332,EMP_000493,FAM_001322,2025-02-22,Assigned,Oil play per again serious.,4.33,Level 3,19.24,8,0,234,112.1,School,269,1,1,Scheduled,2026-05-27,2025-11-14 15:16:57.533824
ASG_001333,EMP_001077,FAM_001804,2025-05-08,Escalated,Structure local recent adult under music large outside product lay.,1.12,Level 4,44.39,4,11,171,22.3,Center,48,13,1,Pending Review,2026-03-22,2025-11-14 15:16:57.533824
ASG_001334,EMP_001130,FAM_002366,2016-05-21,Escalated,Bank cold order explain west west.,3.68,Level 1,20.37,1,20,269,34.49,School,51,4,3,Pending Review,2026-03-21,2025-11-14 15:16:57.533824
ASG_001335,EMP_001295,FAM_000375,2025-04-05,Closed,Region later check five attorney continue us condition.,2.0,Level 3,26.81,6,14,281,56.05,Home,289,4,5,Pending Review,2026-07-31,2025-11-14 15:16:57.533824
ASG_001336,EMP_001338,FAM_002693,2024-05-14,Escalated,Successful research resource market usually five.,2.61,Level 3,22.97,9,4,11,71.76,Home,224,7,0,Pending Review,2027-07-24,2025-11-14 15:16:57.533824
ASG_001337,EMP_000029,FAM_001791,2018-10-26,Assigned,Upon image keep instead check food apply.,3.34,Level 1,68.81,5,1,224,88.96,School,96,8,0,Completed,2026-10-17,2025-11-14 15:16:57.533824
ASG_001338,EMP_000610,FAM_000190,2020-01-01,Completed,Clear energy be music hair industry continue in.,4.18,Level 2,87.05,8,18,25,14.57,Home,286,1,1,Pending Review,2026-08-30,2025-11-14 15:16:57.533824
ASG_001339,EMP_000505,FAM_002476,2016-05-25,Escalated,For activity learn you pressure generation blue bring agree.,4.68,Level 1,3.49,4,13,66,83.93,Home,255,12,3,Completed,2026-08-30,2025-11-14 15:16:57.533824
ASG_001340,EMP_000096,FAM_001320,2019-11-14,Closed,Raise nothing old begin maintain spend three choice career.,2.75,Level 4,39.41,10,9,151,41.42,Center,256,7,1,Completed,2027-05-20,2025-11-14 15:16:57.533824
ASG_001341,EMP_000033,FAM_000299,2025-08-03,Closed,Mean behavior security affect middle relate brother easy.,3.57,Level 3,65.93,1,3,145,49.43,Center,47,8,2,Pending Review,2027-11-13,2025-11-14 15:16:57.533824
ASG_001342,EMP_001007,FAM_001067,2022-09-27,Escalated,Start authority I war memory fine.,3.42,Level 3,24.13,7,1,295,42.76,School,297,14,1,Completed,2026-07-15,2025-11-14 15:16:57.533824
ASG_001343,EMP_000369,FAM_001868,2017-09-01,Closed,Challenge show drug create hold former impact loss ability probably.,3.93,Level 2,48.76,3,16,240,80.11,Center,195,6,0,Pending Review,2026-02-11,2025-11-14 15:16:57.533824
ASG_001344,EMP_001044,FAM_000546,2024-02-28,Completed,Sing trade use material group once front yard.,1.97,Level 3,57.31,10,14,237,91.35,School,290,5,2,Completed,2026-06-01,2025-11-14 15:16:57.533824
ASG_001345,EMP_000336,FAM_002087,2022-04-16,Closed,Themselves call we listen discuss size number when course.,4.09,Level 1,98.51,5,13,198,113.82,Center,187,9,5,Completed,2026-08-04,2025-11-14 15:16:57.533824
ASG_001346,EMP_000648,FAM_000838,2021-02-27,Assigned,Necessary glass window place not real environment.,1.9,Level 2,72.19,2,16,39,90.26,School,71,7,1,Pending Review,2027-06-17,2025-11-14 15:16:57.533824
ASG_001347,EMP_000672,FAM_001355,2023-10-12,Assigned,Order back take medical.,2.05,Level 1,38.03,9,11,204,12.41,Center,242,7,1,Scheduled,2027-06-13,2025-11-14 15:16:57.533824
ASG_001348,EMP_001221,FAM_002403,2019-11-06,Assigned,After public table more team or candidate edge until.,3.9,Level 3,52.1,3,17,173,17.73,Home,62,12,1,Scheduled,2027-01-31,2025-11-14 15:16:57.533824
ASG_001349,EMP_000713,FAM_001999,2021-03-09,Assigned,Article color away well wife what.,2.18,Level 1,99.94,0,17,23,37.49,Home,300,2,3,Pending Review,2027-07-04,2025-11-14 15:16:57.533824
ASG_001350,EMP_001016,FAM_001628,2018-10-04,Closed,Decide population drop star though pull mean character trade enter.,3.95,Level 2,33.57,4,7,286,100.45,Home,80,12,5,Scheduled,2026-01-12,2025-11-14 15:16:57.533824
ASG_001351,EMP_000699,FAM_000178,2020-09-08,Escalated,Force check like let wall personal price cup wear teacher.,3.81,Level 1,94.12,5,0,183,25.83,Home,148,9,5,Pending Review,2025-11-24,2025-11-14 15:16:57.533824
ASG_001352,EMP_000961,FAM_001418,2018-06-02,Escalated,Weight challenge interview age senior development theory nothing.,1.38,Level 4,57.3,8,3,62,43.74,Center,156,7,3,Pending Review,2026-11-07,2025-11-14 15:16:57.533824
ASG_001353,EMP_000745,FAM_002659,2023-08-17,Assigned,Three major and short plant many artist just.,3.34,Level 1,87.92,8,12,131,82.25,School,176,19,5,Scheduled,2026-01-28,2025-11-14 15:16:57.533824
ASG_001354,EMP_000456,FAM_002426,2022-02-23,Escalated,Deep discover note step month marriage sit.,4.85,Level 4,87.99,8,1,226,95.68,School,157,0,0,Completed,2027-02-21,2025-11-14 15:16:57.533824
ASG_001355,EMP_000629,FAM_000953,2018-08-22,Assigned,Chair fill early road must stage help into he.,1.52,Level 1,69.44,1,18,151,64.22,School,173,2,5,Scheduled,2027-09-10,2025-11-14 15:16:57.533824
ASG_001356,EMP_000227,FAM_001260,2025-10-16,Escalated,Generation run risk fund play opportunity before expect whose particular.,3.09,Level 3,38.14,3,12,254,82.62,School,296,1,4,Scheduled,2027-01-18,2025-11-14 15:16:57.533824
ASG_001357,EMP_000097,FAM_001278,2021-12-15,Escalated,Daughter research certainly white owner response build building long morning.,3.06,Level 4,43.59,9,9,101,90.02,School,97,7,4,Completed,2026-09-04,2025-11-14 15:16:57.533824
ASG_001358,EMP_000528,FAM_000095,2021-10-13,Escalated,Even some same down maybe remain live add.,2.91,Level 1,14.15,3,2,46,91.69,Center,300,3,3,Pending Review,2026-04-19,2025-11-14 15:16:57.533824
ASG_001359,EMP_000535,FAM_000182,2020-08-10,Completed,Goal food financial tonight none new cover owner nearly realize.,4.84,Level 2,82.02,2,1,211,30.83,Center,60,10,5,Completed,2027-06-23,2025-11-14 15:16:57.533824
ASG_001360,EMP_001374,FAM_001575,2024-09-07,Closed,Population loss up over range force my past international.,3.75,Level 1,33.02,3,11,95,45.96,Center,63,1,5,Completed,2026-12-10,2025-11-14 15:16:57.533824
ASG_001361,EMP_000223,FAM_002054,2018-08-08,Escalated,Sound move fly role entire.,3.63,Level 1,9.46,3,3,85,115.52,School,65,3,4,Completed,2027-05-13,2025-11-14 15:16:57.533824
ASG_001362,EMP_000418,FAM_001892,2025-04-28,Completed,Speak room available account message.,2.48,Level 4,84.55,10,18,176,32.17,School,243,19,0,Completed,2027-06-06,2025-11-14 15:16:57.533824
ASG_001363,EMP_001408,FAM_001915,2022-10-08,Closed,Factor movement similar reduce teach station phone product few.,1.27,Level 1,40.84,4,18,103,70.78,School,231,10,3,Scheduled,2026-06-24,2025-11-14 15:16:57.533824
ASG_001364,EMP_000124,FAM_001793,2022-06-18,Assigned,Perform when but small everything generation.,1.83,Level 3,71.11,3,13,247,48.33,Home,295,16,4,Completed,2026-01-13,2025-11-14 15:16:57.533824
ASG_001365,EMP_000868,FAM_002585,2017-03-28,Completed,Third analysis by three according.,3.55,Level 2,4.42,10,0,162,27.5,Center,172,18,0,Completed,2026-12-13,2025-11-14 15:16:57.533824
ASG_001366,EMP_000419,FAM_002585,2018-06-19,Escalated,Stuff area along sell town collection part something cover.,3.08,Level 2,7.4,10,19,228,36.01,School,65,15,3,Completed,2026-03-10,2025-11-14 15:16:57.533824
ASG_001367,EMP_000531,FAM_000323,2017-05-01,Assigned,Sea agree wall happy high else know sign cup enter.,4.52,Level 4,6.26,7,0,60,118.84,School,249,15,1,Completed,2027-10-28,2025-11-14 15:16:57.533824
ASG_001368,EMP_000312,FAM_000399,2025-06-17,Completed,Concern a stop why deep of building town cost American.,3.37,Level 1,67.33,3,9,254,97.11,Center,193,15,0,Pending Review,2026-03-10,2025-11-14 15:16:57.533824
ASG_001369,EMP_000315,FAM_001770,2025-10-26,Completed,Institution act report administration charge.,4.4,Level 3,48.89,1,17,52,46.92,Center,238,8,2,Pending Review,2026-10-02,2025-11-14 15:16:57.533824
ASG_001370,EMP_000977,FAM_001964,2023-01-12,Assigned,Develop number capital key business weight down series network.,3.5,Level 2,32.06,7,2,166,115.69,School,177,11,1,Scheduled,2027-06-06,2025-11-14 15:16:57.533824
ASG_001371,EMP_000296,FAM_002340,2017-02-23,Closed,Though clear world its.,2.98,Level 2,3.68,6,10,279,70.09,School,277,4,3,Completed,2026-01-29,2025-11-14 15:16:57.533824
ASG_001372,EMP_000124,FAM_001712,2021-10-15,Completed,Condition Republican hair floor present turn help.,1.0,Level 3,79.01,3,11,77,79.26,Center,93,18,3,Pending Review,2027-01-07,2025-11-14 15:16:57.533824
ASG_001373,EMP_000025,FAM_002622,2017-02-28,Completed,Draw decide shoulder above provide or difficult paper only.,4.55,Level 1,85.49,10,13,177,84.82,Home,278,5,3,Completed,2027-09-13,2025-11-14 15:16:57.533824
ASG_001374,EMP_000205,FAM_002094,2022-12-22,Assigned,Direction none start imagine.,1.13,Level 4,17.97,9,8,95,10.42,Home,164,11,3,Scheduled,2026-03-21,2025-11-14 15:16:57.533824
ASG_001375,EMP_001172,FAM_001168,2025-09-22,Closed,Area treat institution floor evening dark.,2.89,Level 2,30.7,10,19,183,99.49,Home,197,7,4,Completed,2026-02-11,2025-11-14 15:16:57.533824
ASG_001376,EMP_001366,FAM_002628,2022-01-09,Completed,Daughter station know choice head far she five own.,2.55,Level 4,59.39,5,3,258,82.56,Home,297,4,2,Pending Review,2027-02-26,2025-11-14 15:16:57.533824
ASG_001377,EMP_001468,FAM_001967,2025-08-01,Assigned,Parent human century management step nation care again speak consumer.,4.81,Level 2,59.13,4,14,204,20.22,Home,223,4,2,Completed,2026-05-08,2025-11-14 15:16:57.533824
ASG_001378,EMP_001155,FAM_002283,2023-12-24,Escalated,Significant morning nice situation five loss music expert.,3.49,Level 4,81.01,4,16,173,72.02,Home,124,3,5,Pending Review,2026-08-22,2025-11-14 15:16:57.533824
ASG_001379,EMP_000145,FAM_001364,2020-08-01,Assigned,Upon executive shoulder pretty later family second term fly east.,3.92,Level 2,54.64,10,10,134,15.58,Home,8,6,0,Pending Review,2027-07-28,2025-11-14 15:16:57.533824
ASG_001380,EMP_001455,FAM_002668,2018-05-26,Completed,Before on step popular source black the future them success.,1.02,Level 1,66.26,8,2,183,24.09,Home,110,13,1,Pending Review,2027-03-23,2025-11-14 15:16:57.533824
ASG_001381,EMP_000425,FAM_002799,2024-06-11,Completed,Teacher small should teach several mention have security perform.,1.81,Level 2,22.33,9,4,204,75.14,School,63,3,0,Pending Review,2026-10-01,2025-11-14 15:16:57.533824
ASG_001382,EMP_000669,FAM_001673,2021-12-07,Completed,Hand car should total officer bed truth same low down.,1.16,Level 3,17.15,8,14,243,24.11,Home,76,4,3,Scheduled,2027-10-27,2025-11-14 15:16:57.533824
ASG_001383,EMP_000672,FAM_000096,2019-11-06,Completed,Respond cup opportunity test herself executive glass vote study peace.,4.89,Level 3,92.8,10,8,227,43.95,Home,194,2,1,Completed,2027-11-10,2025-11-14 15:16:57.533824
ASG_001384,EMP_001230,FAM_002467,2018-03-15,Escalated,Everybody between contain its three public professor.,4.47,Level 3,99.03,10,8,237,13.02,School,41,5,3,Pending Review,2026-01-22,2025-11-14 15:16:57.533824
ASG_001385,EMP_001302,FAM_001792,2024-01-31,Assigned,Happen appear throw thing evening imagine.,1.04,Level 1,84.48,6,1,163,85.16,Home,32,6,2,Pending Review,2027-08-22,2025-11-14 15:16:57.533824
ASG_001386,EMP_000910,FAM_001517,2024-01-17,Completed,Raise happy some despite man response.,2.82,Level 2,27.65,1,19,275,45.93,Center,60,3,5,Completed,2026-10-19,2025-11-14 15:16:57.533824
ASG_001387,EMP_001147,FAM_001889,2021-08-16,Assigned,Rich even large think score risk.,4.64,Level 3,26.44,5,11,231,38.63,Home,292,9,1,Scheduled,2026-08-30,2025-11-14 15:16:57.533824
ASG_001388,EMP_000977,FAM_001858,2015-12-12,Escalated,Close whose pretty theory line.,2.71,Level 1,23.08,8,17,260,91.62,School,59,0,1,Pending Review,2025-12-06,2025-11-14 15:16:57.533824
ASG_001389,EMP_001068,FAM_002544,2020-04-08,Escalated,Test size stand military region.,3.66,Level 4,65.22,1,6,221,85.16,Center,96,12,1,Completed,2025-11-27,2025-11-14 15:16:57.533824
ASG_001390,EMP_000852,FAM_002163,2017-08-14,Completed,Care admit property participant response.,1.07,Level 1,40.73,0,13,138,71.29,Home,75,17,2,Scheduled,2026-11-06,2025-11-14 15:16:57.533824
ASG_001391,EMP_001090,FAM_001412,2018-08-31,Escalated,Recent but trade activity ball sound.,4.48,Level 1,62.15,3,6,156,61.57,Home,155,20,1,Pending Review,2026-06-13,2025-11-14 15:16:57.533824
ASG_001392,EMP_000967,FAM_001993,2025-04-02,Escalated,Throw door the base senior seat.,1.68,Level 4,39.07,1,9,271,90.75,Center,268,8,5,Scheduled,2026-07-28,2025-11-14 15:16:57.533824
ASG_001393,EMP_000589,FAM_002635,2025-03-30,Assigned,Light now civil hand identify seem anything my up.,3.02,Level 2,41.95,6,8,61,40.38,School,112,6,4,Scheduled,2026-12-06,2025-11-14 15:16:57.533824
ASG_001394,EMP_000859,FAM_002576,2025-06-01,Closed,List purpose feeling plan adult leave natural down.,2.09,Level 2,21.6,4,20,72,112.86,Home,225,11,2,Pending Review,2026-09-08,2025-11-14 15:16:57.533824
ASG_001395,EMP_001447,FAM_000823,2019-09-08,Completed,Major more statement brother matter national serve.,2.55,Level 1,95.73,10,18,97,88.38,Home,57,17,4,Scheduled,2026-10-05,2025-11-14 15:16:57.533824
ASG_001396,EMP_001450,FAM_001200,2023-07-19,Closed,Which her series more draw arm service.,4.12,Level 3,84.25,4,1,274,62.41,School,234,10,5,Scheduled,2026-01-26,2025-11-14 15:16:57.533824
ASG_001397,EMP_001108,FAM_002122,2025-04-15,Completed,Somebody region career year fight rock large song no director.,3.76,Level 2,93.77,6,16,245,88.55,Home,252,18,2,Completed,2026-10-15,2025-11-14 15:16:57.533824
ASG_001398,EMP_000487,FAM_002751,2023-08-17,Completed,Include arrive bank hot read paper skin.,3.08,Level 2,96.87,3,9,45,102.39,Center,183,18,2,Completed,2026-09-25,2025-11-14 15:16:57.533824
ASG_001399,EMP_000646,FAM_000390,2020-08-04,Closed,Computer foot claim daughter site style I.,3.91,Level 3,32.67,8,5,222,100.39,School,178,13,1,Pending Review,2027-01-17,2025-11-14 15:16:57.533824
ASG_001400,EMP_000675,FAM_001589,2018-12-02,Assigned,Environmental draw discover condition similar choice draw focus.,2.39,Level 1,28.47,10,15,76,25.46,Home,98,17,1,Scheduled,2026-08-27,2025-11-14 15:16:57.533824
ASG_001401,EMP_001389,FAM_000692,2024-10-17,Closed,Score some traditional not catch son certainly sing resource.,2.87,Level 3,67.8,4,10,244,40.32,Home,242,4,3,Scheduled,2025-11-30,2025-11-14 15:16:57.533824
ASG_001402,EMP_000884,FAM_002635,2023-06-23,Completed,Around under past account growth finish buy together stage.,3.6,Level 2,51.21,7,4,185,80.46,School,143,18,1,Completed,2026-01-25,2025-11-14 15:16:57.533824
ASG_001403,EMP_000161,FAM_001379,2022-11-26,Closed,Government from so trade throughout plan.,4.63,Level 4,64.27,7,20,249,88.55,School,114,15,4,Completed,2025-12-08,2025-11-14 15:16:57.533824
ASG_001404,EMP_000175,FAM_001793,2020-05-04,Assigned,Do course a your behavior impact record shake.,4.39,Level 3,42.53,2,10,273,102.31,Center,8,4,4,Pending Review,2026-09-27,2025-11-14 15:16:57.533824
ASG_001405,EMP_001229,FAM_000524,2022-11-07,Completed,Hold list company political moment.,3.19,Level 1,67.22,0,3,251,83.92,Center,274,13,5,Pending Review,2027-05-26,2025-11-14 15:16:57.533824
ASG_001406,EMP_000739,FAM_001948,2019-01-19,Completed,Back live pattern gun policy security music goal.,4.83,Level 2,27.66,4,0,271,11.89,School,295,18,1,Pending Review,2027-02-08,2025-11-14 15:16:57.533824
ASG_001407,EMP_000093,FAM_002523,2024-07-18,Escalated,Whether including decide among age role behind read because.,3.01,Level 2,77.17,1,9,256,20.02,Center,234,5,2,Pending Review,2026-09-16,2025-11-14 15:16:57.533824
ASG_001408,EMP_001233,FAM_001599,2017-12-19,Assigned,Remember cup action head near near.,2.05,Level 3,59.01,10,9,255,34.68,School,31,0,3,Completed,2026-10-05,2025-11-14 15:16:57.533824
ASG_001409,EMP_001380,FAM_001266,2022-08-04,Closed,Record threat avoid owner guy mention increase real.,2.55,Level 2,58.92,10,8,97,65.26,School,155,9,5,Pending Review,2027-03-07,2025-11-14 15:16:57.533824
ASG_001410,EMP_000785,FAM_001579,2016-11-28,Assigned,Without allow series experience imagine save.,1.88,Level 4,34.09,4,12,15,60.48,School,40,5,4,Completed,2026-08-21,2025-11-14 15:16:57.533824
ASG_001411,EMP_000640,FAM_001684,2021-09-13,Escalated,Young TV represent serve data stay add level.,3.63,Level 3,68.07,4,15,94,40.95,Home,245,16,2,Completed,2026-12-04,2025-11-14 15:16:57.533824
ASG_001412,EMP_000559,FAM_001603,2025-10-11,Assigned,Against down there artist include.,1.83,Level 3,4.99,4,13,263,19.22,Center,39,3,0,Completed,2026-02-17,2025-11-14 15:16:57.533824
ASG_001413,EMP_000028,FAM_002510,2020-06-22,Closed,Face left over consumer operation good page order though test pick.,4.59,Level 2,66.02,3,8,156,31.61,Center,188,19,0,Pending Review,2026-02-13,2025-11-14 15:16:57.533824
ASG_001414,EMP_000790,FAM_001212,2017-06-05,Escalated,Sing technology traditional note skin throughout.,1.33,Level 4,3.05,7,2,40,73.73,Home,54,6,5,Pending Review,2026-02-10,2025-11-14 15:16:57.533824
ASG_001415,EMP_000244,FAM_002205,2017-07-07,Escalated,Same foreign ball popular ten.,3.89,Level 3,55.54,6,2,216,79.96,School,55,4,0,Completed,2026-06-29,2025-11-14 15:16:57.533824
